detected_object,timestamp,weather,temperature_celsius,holiday,location
plastic,2025-03-21 13:42:37,cloudy,12,0,suburbs
paper,2025-03-21 5:04:07,cloudy,12,0,suburbs
paper,2025-03-21 8:31:41,cloudy,12,0,suburbs
plastic,2025-03-22 17:23:49,sunny,6,0,suburbs
paper,2025-03-22 10:27:22,sunny,6,0,suburbs
paper,2025-03-22 15:15:56,sunny,6,0,suburbs
metal,2025-03-22 22:19:55,sunny,6,0,suburbs
paper,2025-03-22 19:10:11,sunny,6,0,suburbs
glass,2025-03-22 16:19:04,sunny,6,0,suburbs
plastic,2025-03-22 9:49:25,sunny,6,0,suburbs
paper,2025-03-22 1:08:30,sunny,6,0,suburbs
plastic,2025-03-22 13:24:14,sunny,6,0,suburbs
plastic,2025-03-22 4:09:47,sunny,6,0,suburbs
paper,2025-03-22 13:09:50,sunny,6,0,suburbs
plastic,2025-03-22 17:37:37,sunny,6,0,suburbs
organic,2025-03-22 0:17:45,sunny,6,0,suburbs
plastic,2025-03-22 3:12:51,sunny,6,0,suburbs
plastic,2025-03-22 9:19:48,sunny,6,0,suburbs
organic,2025-03-22 10:03:30,sunny,6,0,suburbs
paper,2025-03-22 15:57:42,sunny,6,0,suburbs
glass,2025-03-23 4:06:03,cloudy,4,0,suburbs
glass,2025-03-23 2:24:47,cloudy,4,0,suburbs
plastic,2025-03-23 7:26:08,cloudy,4,0,suburbs
plastic,2025-03-23 8:03:28,cloudy,4,0,suburbs
plastic,2025-03-23 14:55:37,cloudy,4,0,suburbs
plastic,2025-03-23 6:26:18,cloudy,4,0,suburbs
paper,2025-03-23 7:17:41,cloudy,4,0,suburbs
metal,2025-03-23 23:06:30,cloudy,4,0,suburbs
paper,2025-03-23 10:49:20,cloudy,4,0,suburbs
paper,2025-03-23 21:51:22,cloudy,4,0,suburbs
paper,2025-03-24 22:12:01,cloudy,7,0,suburbs
organic,2025-03-24 3:03:28,cloudy,7,0,suburbs
organic,2025-03-24 22:24:33,cloudy,7,0,suburbs
paper,2025-03-24 17:43:35,cloudy,7,0,suburbs
organic,2025-03-24 21:35:48,cloudy,7,0,suburbs
plastic,2025-03-24 0:30:44,cloudy,7,0,suburbs
plastic,2025-03-24 21:58:25,cloudy,7,0,suburbs
glass,2025-03-24 23:31:44,cloudy,7,0,suburbs
plastic,2025-03-24 5:12:45,cloudy,7,0,suburbs
glass,2025-03-24 9:50:57,cloudy,7,0,suburbs
plastic,2025-03-24 14:14:57,cloudy,7,0,suburbs
paper,2025-03-25 10:40:09,rainy,7,0,suburbs
metal,2025-03-25 9:23:55,rainy,7,0,suburbs
paper,2025-03-25 8:10:06,rainy,7,0,suburbs
organic,2025-03-25 12:59:42,rainy,7,0,suburbs
paper,2025-03-25 5:26:30,rainy,7,0,suburbs
paper,2025-03-25 16:08:07,rainy,7,0,suburbs
plastic,2025-03-26 10:03:38,cloudy,10,0,suburbs
plastic,2025-03-26 11:38:07,cloudy,10,0,suburbs
plastic,2025-03-26 0:07:13,cloudy,10,0,suburbs
paper,2025-03-26 7:35:34,cloudy,10,0,suburbs
plastic,2025-03-26 9:05:47,cloudy,10,0,suburbs
glass,2025-03-26 13:00:51,cloudy,10,0,suburbs
plastic,2025-03-26 12:03:54,cloudy,10,0,suburbs
plastic,2025-03-26 11:57:00,cloudy,10,0,suburbs
paper,2025-03-26 13:13:13,cloudy,10,0,suburbs
plastic,2025-03-26 10:01:06,cloudy,10,0,suburbs
plastic,2025-03-26 3:54:42,cloudy,10,0,suburbs
organic,2025-03-27 12:01:17,rainy,11,0,suburbs
plastic,2025-03-27 8:01:20,rainy,11,0,suburbs
plastic,2025-03-27 20:20:47,rainy,11,0,suburbs
paper,2025-03-27 18:45:17,rainy,11,0,suburbs
metal,2025-03-27 16:52:26,rainy,11,0,suburbs
plastic,2025-03-27 12:18:06,rainy,11,0,suburbs
plastic,2025-03-28 3:17:56,rainy,6,0,suburbs
plastic,2025-03-28 21:05:28,rainy,6,0,suburbs
plastic,2025-03-28 19:44:09,rainy,6,0,suburbs
organic,2025-03-28 3:35:33,rainy,6,0,suburbs
plastic,2025-03-28 16:55:51,rainy,6,0,suburbs
plastic,2025-03-28 17:11:48,rainy,6,0,suburbs
plastic,2025-03-29 13:09:26,cloudy,8,0,suburbs
organic,2025-03-29 22:19:06,cloudy,8,0,suburbs
organic,2025-03-29 6:54:07,cloudy,8,0,suburbs
glass,2025-03-29 6:16:29,cloudy,8,0,suburbs
organic,2025-03-29 18:41:43,cloudy,8,0,suburbs
metal,2025-03-29 13:39:43,cloudy,8,0,suburbs
paper,2025-03-29 18:31:31,cloudy,8,0,suburbs
paper,2025-03-29 18:48:02,cloudy,8,0,suburbs
organic,2025-03-29 5:38:09,cloudy,8,0,suburbs
organic,2025-03-29 1:42:49,cloudy,8,0,suburbs
plastic,2025-03-29 6:24:06,cloudy,8,0,suburbs
plastic,2025-03-29 9:37:58,cloudy,8,0,suburbs
metal,2025-03-29 19:20:24,cloudy,8,0,suburbs
paper,2025-03-30 21:19:55,sunny,7,0,suburbs
organic,2025-03-30 9:58:12,sunny,7,0,suburbs
organic,2025-03-30 23:37:27,sunny,7,0,suburbs
paper,2025-03-30 22:29:39,sunny,7,0,suburbs
plastic,2025-03-30 17:26:51,sunny,7,0,suburbs
glass,2025-03-30 5:51:55,sunny,7,0,suburbs
glass,2025-03-30 11:21:24,sunny,7,0,suburbs
plastic,2025-03-30 2:22:42,sunny,7,0,suburbs
plastic,2025-03-30 0:47:17,sunny,7,0,suburbs
paper,2025-03-30 7:39:34,sunny,7,0,suburbs
organic,2025-03-30 3:06:59,sunny,7,0,suburbs
metal,2025-03-30 11:56:02,sunny,7,0,suburbs
metal,2025-03-30 12:06:37,sunny,7,0,suburbs
paper,2025-03-30 11:54:33,sunny,7,0,suburbs
metal,2025-03-30 0:38:29,sunny,7,0,suburbs
plastic,2025-03-30 8:06:35,sunny,7,0,suburbs
plastic,2025-03-30 18:01:34,sunny,7,0,suburbs
paper,2025-03-31 21:12:09,cloudy,9,0,suburbs
plastic,2025-03-31 16:31:16,cloudy,9,0,suburbs
plastic,2025-03-31 15:24:48,cloudy,9,0,suburbs
organic,2025-03-31 3:36:07,cloudy,9,0,suburbs
plastic,2025-03-31 23:39:39,cloudy,9,0,suburbs
paper,2025-03-31 22:39:51,cloudy,9,0,suburbs
paper,2025-03-31 18:51:46,cloudy,9,0,suburbs
organic,2025-03-31 5:54:25,cloudy,9,0,suburbs
plastic,2025-03-31 10:24:36,cloudy,9,0,suburbs
plastic,2025-03-31 21:04:57,cloudy,9,0,suburbs
paper,2025-03-31 0:11:23,cloudy,9,0,suburbs
plastic,2025-04-01 11:48:49,rainy,16,0,suburbs
organic,2025-04-01 2:08:46,rainy,16,0,suburbs
glass,2025-04-01 4:50:34,rainy,16,0,suburbs
plastic,2025-04-01 6:36:13,rainy,16,0,suburbs
plastic,2025-04-01 12:07:34,rainy,16,0,suburbs
plastic,2025-04-01 19:41:04,rainy,16,0,suburbs
metal,2025-04-02 2:28:50,cloudy,15,0,suburbs
plastic,2025-04-02 12:59:09,cloudy,15,0,suburbs
glass,2025-04-02 3:55:05,cloudy,15,0,suburbs
plastic,2025-04-02 15:58:27,cloudy,15,0,suburbs
organic,2025-04-02 5:16:54,cloudy,15,0,suburbs
metal,2025-04-02 3:41:09,cloudy,15,0,suburbs
plastic,2025-04-02 21:51:09,cloudy,15,0,suburbs
paper,2025-04-02 8:01:51,cloudy,15,0,suburbs
paper,2025-04-02 15:21:33,cloudy,15,0,suburbs
metal,2025-04-02 4:52:13,cloudy,15,0,suburbs
plastic,2025-04-02 16:54:45,cloudy,15,0,suburbs
organic,2025-04-03 16:21:49,rainy,13,0,suburbs
glass,2025-04-03 18:01:01,rainy,13,0,suburbs
paper,2025-04-03 11:16:06,rainy,13,0,suburbs
organic,2025-04-03 4:35:00,rainy,13,0,suburbs
organic,2025-04-03 7:32:27,rainy,13,0,suburbs
organic,2025-04-03 7:10:21,rainy,13,0,suburbs
plastic,2025-04-04 22:56:56,cloudy,11,0,suburbs
organic,2025-04-04 13:44:21,cloudy,11,0,suburbs
organic,2025-04-04 18:48:01,cloudy,11,0,suburbs
paper,2025-04-04 18:39:42,cloudy,11,0,suburbs
paper,2025-04-04 11:39:52,cloudy,11,0,suburbs
organic,2025-04-04 6:51:57,cloudy,11,0,suburbs
organic,2025-04-04 10:25:54,cloudy,11,0,suburbs
metal,2025-04-04 10:13:21,cloudy,11,0,suburbs
metal,2025-04-04 15:58:06,cloudy,11,0,suburbs
paper,2025-04-04 0:46:50,cloudy,11,0,suburbs
plastic,2025-04-04 22:22:11,cloudy,11,0,suburbs
plastic,2025-04-05 16:33:50,rainy,10,0,suburbs
plastic,2025-04-05 1:49:06,rainy,10,0,suburbs
plastic,2025-04-05 9:08:19,rainy,10,0,suburbs
paper,2025-04-05 11:34:24,rainy,10,0,suburbs
paper,2025-04-05 9:09:34,rainy,10,0,suburbs
paper,2025-04-05 20:38:36,rainy,10,0,suburbs
organic,2025-04-05 6:33:40,rainy,10,0,suburbs
paper,2025-04-06 11:01:20,cloudy,5,0,suburbs
plastic,2025-04-06 17:06:47,cloudy,5,0,suburbs
organic,2025-04-06 0:09:51,cloudy,5,0,suburbs
plastic,2025-04-06 4:20:31,cloudy,5,0,suburbs
paper,2025-04-06 20:51:53,cloudy,5,0,suburbs
paper,2025-04-06 18:21:46,cloudy,5,0,suburbs
organic,2025-04-06 17:19:01,cloudy,5,0,suburbs
glass,2025-04-06 10:01:35,cloudy,5,0,suburbs
organic,2025-04-06 23:25:52,cloudy,5,0,suburbs
metal,2025-04-06 10:40:56,cloudy,5,0,suburbs
plastic,2025-04-07 5:25:23,sunny,7,0,suburbs
paper,2025-04-07 3:41:28,sunny,7,0,suburbs
organic,2025-04-07 2:12:16,sunny,7,0,suburbs
organic,2025-04-07 4:19:04,sunny,7,0,suburbs
plastic,2025-04-07 23:45:56,sunny,7,0,suburbs
organic,2025-04-07 15:32:50,sunny,7,0,suburbs
organic,2025-04-07 23:04:23,sunny,7,0,suburbs
plastic,2025-04-07 14:08:07,sunny,7,0,suburbs
organic,2025-04-07 5:56:31,sunny,7,0,suburbs
glass,2025-04-07 22:00:00,sunny,7,0,suburbs
plastic,2025-04-07 9:49:53,sunny,7,0,suburbs
plastic,2025-04-07 4:40:38,sunny,7,0,suburbs
organic,2025-04-07 20:45:42,sunny,7,0,suburbs
plastic,2025-04-07 15:19:26,sunny,7,0,suburbs
paper,2025-04-07 17:02:50,sunny,7,0,suburbs
paper,2025-04-08 22:13:24,stormy,16,0,suburbs
metal,2025-04-08 4:03:45,stormy,16,0,suburbs
plastic,2025-04-08 10:00:47,stormy,16,0,suburbs
paper,2025-04-08 3:09:52,stormy,16,0,suburbs
plastic,2025-04-09 1:34:27,rainy,16,0,suburbs
organic,2025-04-09 12:54:52,rainy,16,0,suburbs
paper,2025-04-09 1:12:53,rainy,16,0,suburbs
paper,2025-04-09 8:09:58,rainy,16,0,suburbs
plastic,2025-04-09 20:06:31,rainy,16,0,suburbs
glass,2025-04-09 16:58:49,rainy,16,0,suburbs
paper,2025-04-10 16:07:25,misty,3,0,suburbs
paper,2025-04-10 17:48:09,misty,3,0,suburbs
paper,2025-04-10 21:41:43,misty,3,0,suburbs
paper,2025-04-10 18:07:46,misty,3,0,suburbs
plastic,2025-04-10 16:19:53,misty,3,0,suburbs
plastic,2025-04-10 7:52:45,misty,3,0,suburbs
organic,2025-04-11 1:23:54,cloudy,13,0,suburbs
plastic,2025-04-11 10:23:08,cloudy,13,0,suburbs
organic,2025-04-11 3:59:13,cloudy,13,0,suburbs
organic,2025-04-11 19:53:26,cloudy,13,0,suburbs
paper,2025-04-11 12:52:44,cloudy,13,0,suburbs
plastic,2025-04-11 10:51:04,cloudy,13,0,suburbs
glass,2025-04-11 9:46:03,cloudy,13,0,suburbs
metal,2025-04-11 11:57:40,cloudy,13,0,suburbs
paper,2025-04-11 20:21:35,cloudy,13,0,suburbs
plastic,2025-04-11 4:39:28,cloudy,13,0,suburbs
metal,2025-04-11 13:53:11,cloudy,13,0,suburbs
plastic,2025-04-12 18:45:15,cloudy,10,0,suburbs
plastic,2025-04-12 13:17:09,cloudy,10,0,suburbs
paper,2025-04-12 0:11:39,cloudy,10,0,suburbs
paper,2025-04-12 16:54:57,cloudy,10,0,suburbs
organic,2025-04-12 22:10:18,cloudy,10,0,suburbs
plastic,2025-04-12 18:59:32,cloudy,10,0,suburbs
plastic,2025-04-12 10:40:24,cloudy,10,0,suburbs
plastic,2025-04-12 5:46:41,cloudy,10,0,suburbs
plastic,2025-04-12 20:36:40,cloudy,10,0,suburbs
metal,2025-04-12 19:28:58,cloudy,10,0,suburbs
organic,2025-04-12 6:13:11,cloudy,10,0,suburbs
organic,2025-04-12 14:30:34,cloudy,10,0,suburbs
plastic,2025-04-12 4:53:44,cloudy,10,0,suburbs
paper,2025-04-13 19:31:47,sunny,11,0,suburbs
paper,2025-04-13 9:12:44,sunny,11,0,suburbs
paper,2025-04-13 17:49:05,sunny,11,0,suburbs
plastic,2025-04-13 23:38:47,sunny,11,0,suburbs
plastic,2025-04-13 14:19:56,sunny,11,0,suburbs
paper,2025-04-13 10:35:09,sunny,11,0,suburbs
plastic,2025-04-13 18:17:08,sunny,11,0,suburbs
organic,2025-04-13 12:34:31,sunny,11,0,suburbs
organic,2025-04-13 7:38:40,sunny,11,0,suburbs
plastic,2025-04-13 4:29:25,sunny,11,0,suburbs
metal,2025-04-13 12:28:44,sunny,11,0,suburbs
plastic,2025-04-13 21:37:28,sunny,11,0,suburbs
paper,2025-04-13 9:32:59,sunny,11,0,suburbs
plastic,2025-04-13 8:22:40,sunny,11,0,suburbs
metal,2025-04-13 18:44:52,sunny,11,0,suburbs
paper,2025-04-13 12:54:56,sunny,11,0,suburbs
organic,2025-04-13 1:51:02,sunny,11,0,suburbs
paper,2025-04-14 13:32:12,sunny,14,0,suburbs
plastic,2025-04-14 3:15:42,sunny,14,0,suburbs
plastic,2025-04-14 7:12:38,sunny,14,0,suburbs
paper,2025-04-14 20:02:52,sunny,14,0,suburbs
organic,2025-04-14 21:35:33,sunny,14,0,suburbs
paper,2025-04-14 6:53:04,sunny,14,0,suburbs
plastic,2025-04-14 9:12:05,sunny,14,0,suburbs
paper,2025-04-14 9:27:03,sunny,14,0,suburbs
organic,2025-04-14 13:07:22,sunny,14,0,suburbs
plastic,2025-04-14 22:00:53,sunny,14,0,suburbs
organic,2025-04-14 6:44:54,sunny,14,0,suburbs
paper,2025-04-14 11:29:36,sunny,14,0,suburbs
paper,2025-04-14 17:04:28,sunny,14,0,suburbs
organic,2025-04-14 11:58:50,sunny,14,0,suburbs
paper,2025-04-14 18:05:01,sunny,14,0,suburbs
plastic,2025-04-15 4:42:42,rainy,8,0,suburbs
paper,2025-04-15 4:35:54,rainy,8,0,suburbs
paper,2025-04-15 23:14:45,rainy,8,0,suburbs
organic,2025-04-15 21:58:36,rainy,8,0,suburbs
paper,2025-04-15 22:21:12,rainy,8,0,suburbs
plastic,2025-04-15 4:14:39,rainy,8,0,suburbs
organic,2025-04-16 19:25:06,stormy,8,0,suburbs
organic,2025-04-16 2:41:56,stormy,8,0,suburbs
plastic,2025-04-16 9:34:01,stormy,8,0,suburbs
organic,2025-04-16 9:53:58,stormy,8,0,suburbs
glass,2025-04-17 22:03:40,cloudy,10,0,suburbs
paper,2025-04-17 4:03:22,cloudy,10,0,suburbs
plastic,2025-04-17 19:55:23,cloudy,10,0,suburbs
metal,2025-04-17 1:12:42,cloudy,10,0,suburbs
paper,2025-04-17 18:31:17,cloudy,10,0,suburbs
plastic,2025-04-17 0:24:11,cloudy,10,0,suburbs
plastic,2025-04-17 20:52:59,cloudy,10,0,suburbs
plastic,2025-04-17 7:37:06,cloudy,10,0,suburbs
plastic,2025-04-17 21:27:39,cloudy,10,0,suburbs
organic,2025-04-17 5:11:22,cloudy,10,0,suburbs
plastic,2025-04-17 11:57:57,cloudy,10,0,suburbs
metal,2025-04-18 3:59:10,sunny,9,1,suburbs
plastic,2025-04-18 5:26:41,sunny,9,1,suburbs
plastic,2025-04-18 8:25:30,sunny,9,1,suburbs
organic,2025-04-18 18:26:38,sunny,9,1,suburbs
plastic,2025-04-18 4:09:47,sunny,9,1,suburbs
metal,2025-04-18 11:50:53,sunny,9,1,suburbs
plastic,2025-04-18 12:15:49,sunny,9,1,suburbs
plastic,2025-04-18 10:45:29,sunny,9,1,suburbs
plastic,2025-04-18 15:29:52,sunny,9,1,suburbs
organic,2025-04-18 9:35:20,sunny,9,1,suburbs
paper,2025-04-18 21:11:21,sunny,9,1,suburbs
plastic,2025-04-18 12:37:11,sunny,9,1,suburbs
plastic,2025-04-18 11:47:27,sunny,9,1,suburbs
plastic,2025-04-18 10:39:42,sunny,9,1,suburbs
metal,2025-04-18 23:07:43,sunny,9,1,suburbs
metal,2025-04-18 3:15:38,sunny,9,1,suburbs
organic,2025-04-18 11:56:18,sunny,9,1,suburbs
metal,2025-04-18 21:38:39,sunny,9,1,suburbs
paper,2025-04-18 1:43:55,sunny,9,1,suburbs
organic,2025-04-19 22:59:01,cloudy,10,0,suburbs
paper,2025-04-19 10:52:37,cloudy,10,0,suburbs
paper,2025-04-19 15:44:23,cloudy,10,0,suburbs
plastic,2025-04-19 2:31:36,cloudy,10,0,suburbs
paper,2025-04-19 19:41:05,cloudy,10,0,suburbs
paper,2025-04-19 13:20:26,cloudy,10,0,suburbs
plastic,2025-04-19 1:50:56,cloudy,10,0,suburbs
organic,2025-04-19 20:33:29,cloudy,10,0,suburbs
metal,2025-04-19 12:52:22,cloudy,10,0,suburbs
organic,2025-04-19 7:17:25,cloudy,10,0,suburbs
glass,2025-04-19 14:02:38,cloudy,10,0,suburbs
paper,2025-04-19 12:13:24,cloudy,10,0,suburbs
plastic,2025-04-19 15:01:49,cloudy,10,0,suburbs
plastic,2025-04-20 23:22:19,cloudy,8,1,suburbs
plastic,2025-04-20 11:43:27,cloudy,8,1,suburbs
metal,2025-04-20 5:23:34,cloudy,8,1,suburbs
metal,2025-04-20 11:38:06,cloudy,8,1,suburbs
paper,2025-04-20 21:17:13,cloudy,8,1,suburbs
organic,2025-04-20 11:29:44,cloudy,8,1,suburbs
paper,2025-04-20 14:23:42,cloudy,8,1,suburbs
plastic,2025-04-20 9:09:52,cloudy,8,1,suburbs
organic,2025-04-20 6:09:40,cloudy,8,1,suburbs
paper,2025-04-20 4:29:04,cloudy,8,1,suburbs
plastic,2025-04-20 9:03:23,cloudy,8,1,suburbs
organic,2025-04-20 22:06:29,cloudy,8,1,suburbs
glass,2025-04-20 22:51:14,cloudy,8,1,suburbs
plastic,2025-04-20 8:58:40,cloudy,8,1,suburbs
paper,2025-04-20 17:46:53,cloudy,8,1,suburbs
plastic,2025-04-20 2:19:42,cloudy,8,1,suburbs
metal,2025-04-20 14:55:43,cloudy,8,1,suburbs
metal,2025-04-21 0:53:11,sunny,9,1,suburbs
glass,2025-04-21 15:59:47,sunny,9,1,suburbs
organic,2025-04-21 17:56:08,sunny,9,1,suburbs
glass,2025-04-21 17:20:29,sunny,9,1,suburbs
plastic,2025-04-21 2:55:17,sunny,9,1,suburbs
metal,2025-04-21 5:20:26,sunny,9,1,suburbs
plastic,2025-04-21 7:28:58,sunny,9,1,suburbs
paper,2025-04-21 3:06:29,sunny,9,1,suburbs
organic,2025-04-21 15:12:10,sunny,9,1,suburbs
paper,2025-04-21 21:11:09,sunny,9,1,suburbs
plastic,2025-04-21 0:04:49,sunny,9,1,suburbs
paper,2025-04-21 19:34:36,sunny,9,1,suburbs
paper,2025-04-21 4:00:42,sunny,9,1,suburbs
plastic,2025-04-21 11:21:25,sunny,9,1,suburbs
plastic,2025-04-21 9:42:15,sunny,9,1,suburbs
glass,2025-04-21 18:29:03,sunny,9,1,suburbs
paper,2025-04-21 0:33:38,sunny,9,1,suburbs
organic,2025-04-21 22:55:43,sunny,9,1,suburbs
plastic,2025-04-21 9:24:50,sunny,9,1,suburbs
plastic,2025-04-22 13:02:26,cloudy,9,0,suburbs
paper,2025-04-22 14:15:20,cloudy,9,0,suburbs
plastic,2025-04-22 12:01:09,cloudy,9,0,suburbs
paper,2025-04-22 7:51:23,cloudy,9,0,suburbs
organic,2025-04-22 13:25:03,cloudy,9,0,suburbs
glass,2025-04-22 12:51:26,cloudy,9,0,suburbs
organic,2025-04-22 11:46:47,cloudy,9,0,suburbs
glass,2025-04-22 8:28:42,cloudy,9,0,suburbs
organic,2025-04-22 7:48:09,cloudy,9,0,suburbs
plastic,2025-04-22 18:55:36,cloudy,9,0,suburbs
paper,2025-04-22 21:55:14,cloudy,9,0,suburbs
organic,2025-04-23 6:28:47,cloudy,10,0,suburbs
plastic,2025-04-23 15:09:32,cloudy,10,0,suburbs
organic,2025-04-23 23:00:05,cloudy,10,0,suburbs
organic,2025-04-23 9:36:02,cloudy,10,0,suburbs
glass,2025-04-23 12:52:14,cloudy,10,0,suburbs
plastic,2025-04-23 15:52:14,cloudy,10,0,suburbs
plastic,2025-04-23 15:02:56,cloudy,10,0,suburbs
plastic,2025-04-23 11:48:57,cloudy,10,0,suburbs
paper,2025-04-23 16:46:09,cloudy,10,0,suburbs
metal,2025-04-23 0:58:32,cloudy,10,0,suburbs
plastic,2025-04-23 9:32:49,cloudy,10,0,suburbs
glass,2025-04-24 1:22:04,rainy,6,0,suburbs
paper,2025-04-24 10:16:10,rainy,6,0,suburbs
paper,2025-04-24 15:37:20,rainy,6,0,suburbs
organic,2025-04-24 18:14:53,rainy,6,0,suburbs
glass,2025-04-24 11:26:11,rainy,6,0,suburbs
paper,2025-04-24 3:07:59,rainy,6,0,suburbs
paper,2025-04-25 9:34:55,cloudy,6,0,suburbs
organic,2025-04-25 10:36:48,cloudy,6,0,suburbs
plastic,2025-04-25 9:47:09,cloudy,6,0,suburbs
plastic,2025-04-25 3:37:47,cloudy,6,0,suburbs
plastic,2025-04-25 15:33:32,cloudy,6,0,suburbs
metal,2025-04-25 9:28:03,cloudy,6,0,suburbs
paper,2025-04-25 17:46:47,cloudy,6,0,suburbs
glass,2025-04-25 8:43:01,cloudy,6,0,suburbs
paper,2025-04-25 22:52:02,cloudy,6,0,suburbs
metal,2025-04-25 7:40:56,cloudy,6,0,suburbs
metal,2025-04-25 16:09:53,cloudy,6,0,suburbs
plastic,2025-04-26 15:52:02,sunny,10,0,suburbs
organic,2025-04-26 16:11:23,sunny,10,0,suburbs
organic,2025-04-26 21:33:03,sunny,10,0,suburbs
metal,2025-04-26 6:57:17,sunny,10,0,suburbs
glass,2025-04-26 6:34:56,sunny,10,0,suburbs
plastic,2025-04-26 5:09:27,sunny,10,0,suburbs
paper,2025-04-26 18:16:21,sunny,10,0,suburbs
metal,2025-04-26 8:09:42,sunny,10,0,suburbs
plastic,2025-04-26 21:13:46,sunny,10,0,suburbs
plastic,2025-04-26 13:39:25,sunny,10,0,suburbs
plastic,2025-04-26 4:42:56,sunny,10,0,suburbs
glass,2025-04-26 6:32:45,sunny,10,0,suburbs
paper,2025-04-26 2:35:32,sunny,10,0,suburbs
plastic,2025-04-26 18:25:00,sunny,10,0,suburbs
plastic,2025-04-26 5:23:20,sunny,10,0,suburbs
plastic,2025-04-26 4:50:04,sunny,10,0,suburbs
plastic,2025-04-26 15:03:40,sunny,10,0,suburbs
organic,2025-04-27 3:40:29,cloudy,10,1,suburbs
plastic,2025-04-27 18:46:36,cloudy,10,1,suburbs
plastic,2025-04-27 3:56:40,cloudy,10,1,suburbs
paper,2025-04-27 11:45:51,cloudy,10,1,suburbs
organic,2025-04-27 8:25:13,cloudy,10,1,suburbs
paper,2025-04-27 20:21:49,cloudy,10,1,suburbs
glass,2025-04-27 10:17:50,cloudy,10,1,suburbs
organic,2025-04-27 13:55:15,cloudy,10,1,suburbs
paper,2025-04-27 19:35:24,cloudy,10,1,suburbs
paper,2025-04-27 16:47:56,cloudy,10,1,suburbs
organic,2025-04-27 16:08:36,cloudy,10,1,suburbs
plastic,2025-04-27 8:51:19,cloudy,10,1,suburbs
organic,2025-04-27 1:35:20,cloudy,10,1,suburbs
metal,2025-04-27 22:02:07,cloudy,10,1,suburbs
organic,2025-04-27 19:57:18,cloudy,10,1,suburbs
organic,2025-04-27 9:09:26,cloudy,10,1,suburbs
paper,2025-04-27 2:58:18,cloudy,10,1,suburbs
plastic,2025-04-28 1:55:45,cloudy,9,0,suburbs
organic,2025-04-28 21:40:25,cloudy,9,0,suburbs
organic,2025-04-28 19:55:39,cloudy,9,0,suburbs
metal,2025-04-28 13:31:22,cloudy,9,0,suburbs
plastic,2025-04-28 16:45:06,cloudy,9,0,suburbs
metal,2025-04-28 21:48:24,cloudy,9,0,suburbs
organic,2025-04-28 21:44:49,cloudy,9,0,suburbs
metal,2025-04-28 18:37:09,cloudy,9,0,suburbs
plastic,2025-04-28 9:36:13,cloudy,9,0,suburbs
plastic,2025-04-28 22:31:49,cloudy,9,0,suburbs
organic,2025-04-28 8:11:13,cloudy,9,0,suburbs
organic,2025-04-29 12:05:46,sunny,14,0,suburbs
paper,2025-04-29 7:06:01,sunny,14,0,suburbs
plastic,2025-04-29 17:29:24,sunny,14,0,suburbs
organic,2025-04-29 17:02:39,sunny,14,0,suburbs
metal,2025-04-29 0:21:34,sunny,14,0,suburbs
metal,2025-04-29 23:06:34,sunny,14,0,suburbs
organic,2025-04-29 7:06:41,sunny,14,0,suburbs
organic,2025-04-29 19:50:53,sunny,14,0,suburbs
organic,2025-04-29 3:48:22,sunny,14,0,suburbs
metal,2025-04-29 1:32:59,sunny,14,0,suburbs
organic,2025-04-29 5:22:55,sunny,14,0,suburbs
plastic,2025-04-29 12:45:57,sunny,14,0,suburbs
metal,2025-04-29 7:48:14,sunny,14,0,suburbs
organic,2025-04-29 18:35:34,sunny,14,0,suburbs
metal,2025-04-29 14:18:38,sunny,14,0,suburbs
metal,2025-04-30 1:51:08,rainy,13,0,suburbs
plastic,2025-04-30 8:09:26,rainy,13,0,suburbs
glass,2025-04-30 5:44:48,rainy,13,0,suburbs
plastic,2025-04-30 13:33:33,rainy,13,0,suburbs
plastic,2025-04-30 8:22:15,rainy,13,0,suburbs
plastic,2025-04-30 11:59:26,rainy,13,0,suburbs
plastic,2025-05-01 5:57:52,rainy,17,0,suburbs
organic,2025-05-01 12:38:11,rainy,17,0,suburbs
plastic,2025-05-01 2:50:58,rainy,17,0,suburbs
plastic,2025-05-01 20:44:29,rainy,17,0,suburbs
organic,2025-05-01 15:50:28,rainy,17,0,suburbs
plastic,2025-05-01 22:13:21,rainy,17,0,suburbs
paper,2025-05-02 14:39:43,cloudy,15,0,suburbs
paper,2025-05-02 2:04:51,cloudy,15,0,suburbs
plastic,2025-05-02 7:39:43,cloudy,15,0,suburbs
paper,2025-05-02 8:55:05,cloudy,15,0,suburbs
plastic,2025-05-02 22:40:52,cloudy,15,0,suburbs
glass,2025-05-02 9:23:29,cloudy,15,0,suburbs
organic,2025-05-02 15:51:05,cloudy,15,0,suburbs
organic,2025-05-02 16:33:37,cloudy,15,0,suburbs
metal,2025-05-02 22:52:48,cloudy,15,0,suburbs
paper,2025-05-02 0:15:30,cloudy,15,0,suburbs
plastic,2025-05-02 14:58:30,cloudy,15,0,suburbs
paper,2025-05-03 4:31:53,cloudy,19,0,suburbs
plastic,2025-05-03 7:01:04,cloudy,19,0,suburbs
plastic,2025-05-03 17:34:31,cloudy,19,0,suburbs
paper,2025-05-03 1:23:13,cloudy,19,0,suburbs
paper,2025-05-03 15:15:27,cloudy,19,0,suburbs
plastic,2025-05-03 3:39:59,cloudy,19,0,suburbs
organic,2025-05-03 6:58:34,cloudy,19,0,suburbs
plastic,2025-05-03 20:43:31,cloudy,19,0,suburbs
